4.566	0.004	4.562	0.95802	0.00810185	0.862218	
4.566	0.00412311	4.56188	0.957994	0.00810185	-2.32515e-05	
4.566	0.004	4.562	0.95802	0.00810185	2.32515e-05	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.003	4.563	0.95823	0.00810185	0.000189076	
4.566	0.004	4.562	0.95802	0.00810185	-0.000189076	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.00412311	4.56188	0.957994	0.00810185	-2.32515e-05	
4.566	0.004	4.562	0.95802	0.00810185	2.32515e-05	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.003	4.563	0.95823	0.00810185	0.000189076	
4.566	0.004	4.562	0.95802	0.00810185	-0.000189076	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.003	4.563	0.95823	0.00810185	0.000189076	
4.566	0.004	4.562	0.95802	0.00810185	-0.000189076	
4.566	0.00412311	4.56188	0.957994	0.00810185	-2.32515e-05	
4.566	0.004	4.562	0.95802	0.00810185	2.32515e-05	
4.566	0.00412311	4.56188	0.957994	0.00810185	-2.32515e-05	
4.566	0.004	4.562	0.95802	0.00810185	2.32515e-05	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.003	4.563	0.95823	0.00810185	0.000189076	
4.566	0.004	4.562	0.95802	0.00810185	-0.000189076	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.00412311	4.56188	0.957994	0.00810185	-2.32515e-05	
4.566	0.004	4.562	0.95802	0.00810185	2.32515e-05	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.003	4.563	0.95823	0.00810185	0.000189076	
4.566	0.003	4.563	0.95823	0.00810185	0	
4.566	0.003	4.563	0.95823	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	-0.000189076	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
4.566	0.004	4.562	0.95802	0.00810185	0	
