5.1316	0.419415	4.71218	0.989559	0.00810185	0.890603	
5.13334	0.442069	4.69127	0.985167	0.00810185	-0.00395276	
5.13334	0.485281	4.64806	0.976092	0.00810185	-0.00816715	
5.13334	0.532745	4.60059	0.966125	0.00810185	-0.00897059	
5.13334	0.606555	4.52678	0.950625	0.00810185	-0.0139501	
5.13334	0.74783	4.38551	0.920957	0.00810185	-0.0267011	
5.14007	0.936562	4.20351	0.882737	0.00810185	-0.0343984	
5.14757	1.13487	4.0127	0.842668	0.00810185	-0.0360621	
5.14997	1.31023	3.83974	0.806345	0.00810185	-0.0326907	
5.1528	1.55982	3.59298	0.754526	0.00810185	-0.046637	
5.16519	1.89088	3.27431	0.687604	0.00810185	-0.0602292	
5.17123	2.12331	3.04792	0.640063	0.00810185	-0.0427873	
5.17123	2.42141	2.74982	0.577462	0.00810185	-0.056341	
5.18544	2.78113	2.40431	0.504905	0.00810185	-0.0653016	
5.19845	3.0243	2.17415	0.456571	0.00810185	-0.0434997	
5.21018	3.26293	1.94725	0.408922	0.00810185	-0.0428846	
5.22257	3.68235	1.54022	0.323446	0.00810185	-0.0769282	
5.24547	3.91196	1.33351	0.280037	0.00810185	-0.0390682	
5.26597	4.14231	1.12366	0.235969	0.00810185	-0.0396615	
5.26597	4.51702	0.748954	0.15728	0.00810185	-0.0708195	
5.29174	4.73203	0.559713	0.11754	0.00810185	-0.0357666	
5.32007	4.92299	0.397085	0.0833878	0.00810185	-0.0307367	
5.33629	5.13669	0.1996	0.0419159	0.00810185	-0.0373247	
5.37919	5.34842	0.0307655	0.00646076	0.00810185	-0.0319097	
5.40684	5.4554	-0.0485563	-0.0101968	0.00781861	-0.0149918	
5.43467	5.56311	-0.128443	-0.0269731	0.00706935	-0.0150986	
5.48941	5.59647	-0.107056	-0.0224817	0.00644486	0.00404225	
5.52648	5.61788	-0.0914011	-0.0191942	0.00591169	0.00295871	
5.55644	5.64211	-0.0856676	-0.0179902	0.00541196	0.00108363	
