488.667	263.629	0.684966	0.684966	0.684966	-90.4609	3.1	
488.641	263.641	0.657989	1	0.589493	-88.1256	3.4	
488.599	263.63	0.631497	1	0.504051	-86.4396	3.4	
488.564	263.608	0.622281	1	0.44443	-82.3913	2.1	
488.538	263.575	0.623005	1	0.400711	-83.3616	-5.3	
488.504	263.542	0.617047	1	0.354682	-83.7876	-18.8	
488.452	263.487	0.611628	1	0.313795	-84.5517	-44.8	
488.409	263.432	0.622528	1	0.293315	-80.8701	-59.5	
488.357	263.377	0.617264	1	0.258719	-80.5272	-48.6	
488.245	263.256	0.610045	1	0.225629	-63.6095	-37.8	
488.167	263.212	0.578367	1	0.171388	-54.8296	-35.1	
488.072	263.146	0.548528	1	0.12441	-46.8644	-32.9	
487.909	263.015	0.507533	1	0.0709744	-42.3464	-29.8	
487.814	262.916	0.498877	1	0.0552208	-38.766	-27.5	
487.719	262.806	0.497199	1	0.0480207	-38.8522	-25.2	
487.537	262.618	0.486856	1	0.0328752	-36.7979	-23.2	
487.434	262.508	0.480305	1	0.0230364	-34.2439	-21.9	
487.33	262.398	0.475562	1	0.0159902	-33.4059	-20.3	
487.149	262.2	0.464705	1	0.00353418	-31.775	-18.7	
487.045	262.079	0.463226	1	0.00170182	-30.6019	-17.8	
486.941	261.98	0.451553	1	-0.0101412	-30.0794	-17	
486.76	261.837	0.402829	1	-0.0578512	-26.1508	-16	
486.657	261.739	0.389771	1	-0.0651243	-25.5485	-15.4	
486.545	261.629	0.379597	1	-0.0687855	-24.1317	-15.1	
486.355	261.419	0.371871	1	-0.0696328	-22.9257	-14.9	
486.242	261.309	0.360367	1	-0.074174	-22.3994	-14.4	
486.139	261.199	0.351171	1	-0.0759527	-20.8404	-13.8	
485.94	261.001	0.335767	1	-0.0837615	-19.55	-13.4	
485.837	260.88	0.3396	1	-0.0715519	-19.246	-13.1	
485.724	260.77	0.32928	1	-0.0747165	-18.2412	-13	
485.543	260.572	0.320019	1	-0.0765063	-16.8229	-12.8	
485.439	260.451	0.323521	1	-0.0653533	-17.4022	-12.6	
485.335	260.33	0.320407	1	-0.0619327	-16.23	-12.5	
485.154	260.143	0.310185	1	-0.0659607	-15.5768	-12.2	
485.042	260.033	0.299781	1	-0.0697687	-14.6195	-12.1	
484.887	259.868	0.294724	1	-0.0678487	-13.8896	-11.9	
484.748	259.736	0.279222	1	-0.0765663	-12.335	-11.8	
484.645	259.626	0.268402	1	-0.0797294	-11.7538	-11.6	
484.489	259.461	0.263855	1	-0.0763033	-11.3578	-11.5	
484.377	259.362	0.245845	1	-0.0866838	-10.0521	-11.2	
484.23	259.197	0.246841	1	-0.0770185	-9.03908	-11.2	
484.109	259.053	0.244035	1	-0.0721231	-9.15997	-11.1	
484.014	258.943	0.248589	1	-0.0603565	-9.16146	-10.9	
483.859	258.789	0.232121	1	-0.0707894	-7.82527	-10.8	
483.729	258.657	0.226571	1	-0.0692597	-7.2601	-10.8	
483.634	258.558	0.227377	1	-0.0615282	-6.57597	-10.5	
483.479	258.404	0.207835	1	-0.0749175	-5.23871	-10.3	
483.401	258.327	0.201448	1	-0.0738123	-4.80002	-10.3	
483.306	258.228	0.197432	1	-0.0704479	-4.39358	-10.1	
483.177	258.107	0.173631	1	-0.0872038	-3.00702	-9.7	
482.987	257.898	0.176877	1	-0.0752368	-2.46284	-9.1	
482.9	257.788	0.189111	1	-0.0554797	-3.01937	-8.8	
482.805	257.689	0.187737	1	-0.0513058	-2.62615	-6.9	
482.684	257.557	0.179287	1	-0.0546245	-1.57486	-4.9	
482.555	257.436	0.165421	1	-0.0630288	-0.273849	-3.9	
482.477	257.359	0.165657	1	-0.0564897	0.126933	-2.8	
482.279	257.161	0.148151	1	-0.0683469	-21.2541	-1.7	
482.132	257.007	0.137017	1	-0.0726461	-19.2242	-1.5	
481.968	256.853	0.12471	1	-0.0776883	-16.5311	-8.4	
481.864	256.743	0.118424	1	-0.0762054	-15.3509	-11.5	
481.571	256.424	0.114837	1	-0.0721715	-11.4339	-9.4	
481.493	256.336	0.111876	1	-0.0679163	-10.7371	-11	
481.191	256.005	0.113692	1	-0.0593086	-8.07709	-13.3	
480.94	255.764	0.0948478	1	-0.0722215	-5.69925	-13	
480.785	255.599	0.0914674	1	-0.0683798	-4.8269	-11.2	
480.258	255.082	0.0504222	1	-0.102587	-1.08956	-9.5	
480.008	254.84	0.0265757	1	-0.116175	0.276097	-7.7	
479.879	254.708	0.0264155	1	-0.104718	0.789937	-2.8	
479.395	254.235	-0.012422	0.987578	-0.133083	2.82976	-1.4	
478.955	253.806	-0.0475856	0.939992	-0.154939	4.49606	-0.9	
478.731	253.586	-0.0710463	0.868946	-0.162905	5.61734	0.8	
478.282	253.113	-0.0863742	0.782572	-0.161943	6.7092	2.3	
477.807	252.629	-0.1017	0.680872	-0.161075	8.28637	3.6	
477.557	252.387	-0.121761	0.559111	-0.165028	9.70428	4.8	
477.048	251.892	-0.160946	0.398165	-0.18771	11.7102	6.3	
476.538	251.397	-0.204453	0.193712	-0.212446	13.686	7.7	
476.288	251.144	-0.21199	-0.018278	-0.198738	15.8089	9.8	
475.857	250.726	-0.249803	-0.268081	-0.216678	17.8774	11.3	
475.261	250.144	-0.30128	-0.569361	-0.246487	20.1539	13.5	
474.925	249.802	-0.320312	-0.889674	-0.24087	22.8374	15	
474.51	249.384	-0.335039	-1	-0.23151	23.5583	17.5	
474.027	248.878	-0.354127	-1	-0.227447	22.7808	19.6	
473.785	248.625	-0.362597	-1	-0.213173	22.5793	20.9	
473.12	247.954	-0.401747	-1	-0.231006	21.4246	21.9	
472.792	247.624	-0.415845	-1	-0.222003	21.016	22	
472.628	247.448	-0.421678	-1	-0.205635	20.5281	22	
472.214	247.03	-0.443458	-1	-0.206851	19.9731	21.7	
471.575	246.359	-0.464005	-1	-0.206713	18.8393	20.8	
471.255	246.018	-0.464218	-1	-0.186255	17.8866	19.9	
470.702	245.434	-0.478573	-1	-0.181985	17.0921	19.3	
470.547	245.269	-0.478934	-1	-0.164147	16.3446	18.5	
470.253	244.939	-0.474101	-1	-0.1429	15.7489	18	
469.881	244.521	-0.46289	-1	-0.117399	14.7271	17.2	
469.268	243.849	-0.465174	-1	-0.107943	13.4867	16.4	
468.957	243.519	-0.473661	-1	-0.105635	13.0945	15.7	
468.421	242.925	-0.468913	-1	-0.0903243	12.0246	14.5	
468.11	242.583	-0.469069	-1	-0.0814477	11.3929	14	
467.799	242.231	-0.462856	-1	-0.06709	10.7076	12.8	
467.333	241.714	-0.456525	-1	-0.0540496	9.72051	12.2	
467.108	241.46	-0.458051	-1	-0.0501708	9.37453	11.5	
466.797	241.108	-0.445755	-1	-0.032858	8.763	11.1	
466.131	240.337	-0.412361	-1	0.00382248	7.40615	10.7	
465.829	239.996	-0.410252	-1	0.00554892	7.02124	9.5	
465.673	239.82	-0.402116	-1	0.01313	6.82148	8.3	
464.973	239.016	-0.39035	-1	0.0235829	5.96083	7.8	
464.662	238.663	-0.375378	-1	0.0361964	5.72159	7.3	
464.506	238.476	-0.368576	-1	0.0393788	5.37739	6.6	
463.806	237.672	-0.343814	-1	0.0602032	4.70519	6.3	
463.573	237.408	-0.327201	-1	0.0707956	4.39272	5.6	
463.339	237.144	-0.323175	-1	0.0677421	4.42294	5.7	
462.795	236.516	-0.303737	-1	0.0804064	3.98836	5.6	
