-5.89139	-1	-5.89139	11.4746	-0.298451	
-5.89139	-1	-5.30225	11.4746	-0.296706	
-5.89139	-1	-4.77203	11.4746	-0.296706	
-5.89139	-1	-4.29482	11.4746	-0.296706	
-5.89139	-1	-3.86534	11.4746	-0.296706	
-5.89139	-1	-3.47881	11.4746	-0.296706	
-5.89139	-1	-3.13093	11.4746	-0.296706	
-5.89139	-1	-2.81783	11.4746	-0.296706	
-5.89139	-1	-2.53605	11.4746	-0.296706	
-5.89139	-1	-2.28244	11.4746	-0.298451	
-5.89139	-1	-2.0542	11.4746	-0.296706	
-5.89139	-1	-1.84878	11.4746	-0.298451	
-5.89139	-1	-1.6639	11.4746	-0.296706	
-5.89139	-1	-1.49751	11.4746	-0.296706	
-5.89139	-1	-1.34776	11.4746	-0.296706	
-5.89139	-1	-1.21298	11.4746	-0.298451	
-5.89139	-1	-1.09169	11.4746	-0.296706	
-5.89139	-1	-0.982517	11.4746	-0.296706	
-5.89139	-1	-0.884266	11.4746	-0.296706	
-5.89139	-1	-0.795839	11.4746	-0.296706	
-5.89139	-1	-0.716255	11.4746	-0.296706	
-5.89139	-1	-0.64463	11.4746	-0.296706	
-5.89139	-1	-0.580166	11.4746	-0.298451	
-5.89139	-1	-0.52215	11.4746	-0.296706	
-5.89139	-1	-0.469935	11.4746	-0.296706	
-5.89139	-1	-0.422941	11.4746	-0.298451	
-5.89139	-1	-0.380647	11.4746	-0.298451	
-5.89139	-1	-0.342582	11.4746	-0.296706	
-5.89139	-1	-0.308324	11.4746	-0.296706	
-5.89139	-1	-0.277492	11.4746	-0.296706	
-5.89139	-1	-0.249742	11.4746	-0.296706	
-5.89139	-1	-0.224768	11.4746	-0.298451	
-5.89139	-1	-0.202291	11.4746	-0.296706	
-5.89139	-1	-0.182062	11.4746	-0.296706	
-5.89139	-1	-0.163856	11.4746	-0.298451	
-5.89139	-1	-0.147471	11.4746	-0.296706	
-5.89139	-1	-0.132724	11.4746	-0.296706	
-5.89139	-1	-0.119451	11.4746	-0.298451	
-5.89139	-1	-0.107506	11.4746	-0.296706	
-5.89139	-1	-0.0967554	11.4746	-0.296706	
-5.89139	-1	-0.0870797	11.4746	-0.298451	
-5.89139	-1	-0.0783719	11.4746	-0.298451	
-5.89139	-1	-0.0705345	11.4746	-0.296706	
-5.89139	-1	-0.0634813	11.4746	-0.298451	
-5.89139	-1	-0.0571329	11.4746	-0.296706	
-5.89139	-1	-0.0514199	11.4746	-0.298451	
-5.89139	-1	-0.0462777	11.4746	-0.298451	
-5.89139	-1	-0.0416501	11.4746	-0.298451	
-5.89139	-1	-0.0374849	11.4746	-0.296706	
-5.89139	-1	-0.0337364	11.4746	-0.296706	
-5.89139	-1	-0.0303628	11.4746	-0.298451	
-5.89139	-1	-0.0273265	11.4746	-0.296706	
-5.89139	-1	-0.0245938	11.4746	-0.296706	
-5.89139	-1	-0.0221344	11.4746	-0.296706	
-5.89139	-1	-0.019921	11.4746	-0.296706	
-5.89139	-1	-0.0179289	11.4746	-0.298451	
-5.89139	-1	-0.016136	11.4746	-0.298451	
-5.89139	-1	-0.0145224	11.4746	-0.296706	
-5.89139	-1	-0.0130702	11.4746	-0.298451	
-5.89139	-1	-0.0117632	11.4746	-0.298451	
-5.89139	-1	-0.0105868	11.4746	-0.296706	
-5.89139	-1	-0.00952815	11.4746	-0.298451	
-5.89139	-1	-0.00857534	11.4746	-0.296706	
-5.89139	-1	-0.0077178	11.4746	-0.296706	
-5.89139	-1	-0.00694602	11.4746	-0.296706	
-5.89139	-1	-0.00625142	11.4746	-0.298451	
-5.89139	-1	-0.00562628	11.4746	-0.296706	
-5.89139	-1	-0.00506365	11.4746	-0.298451	
-5.89139	-1	-0.00455728	11.4746	-0.298451	
-5.89139	-1	-0.00410156	11.4746	-0.296706	
-5.89139	-1	-0.0036914	11.4746	-0.298451	
-5.89139	-1	-0.00332226	11.4746	-0.296706	
-5.89139	-1	-0.00299003	11.4746	-0.296706	
-5.89139	-1	-0.00269103	11.4746	-0.298451	
-5.89139	-1	-0.00242193	11.4746	-0.296706	
-5.89139	-1	-0.00217994	11.4746	-0.296706	
-5.89139	-1	-0.00196174	11.4746	-0.296706	
-5.89139	-1	-0.00176557	11.4746	-0.296706	
-5.89139	-1	-0.00158901	11.4746	-0.296706	
-5.89139	-1	-0.00143011	11.4746	-0.298451	
-5.89139	-1	-0.0012871	11.4746	-0.296706	
-5.89139	-1	-0.00115839	11.4746	-0.296706	
-5.89139	-1	-0.00104255	11.4746	-0.296706	
-5.89139	-1	-0.000938294	11.4746	-0.298451	
-5.89139	-1	-0.000844465	11.4746	-0.298451	
-5.89139	-1	-0.000760018	11.4746	-0.296706	
-5.89139	-1	-0.000684017	11.4746	-0.296706	
-5.89139	-1	-0.000615615	11.4746	-0.298451	
-5.89139	-1	-0.000554053	11.4746	-0.296706	
-5.89139	-1	-0.000498648	11.4746	-0.296706	
-5.89139	-1	-0.000448783	11.4746	-0.296706	
-5.89139	-1	-0.000403905	11.4746	-0.296706	
-5.89139	-1	-0.000363514	11.4746	-0.296706	
-5.89139	-1	-0.000327163	11.4746	-0.296706	
-5.89139	-1	-0.000294447	11.4746	-0.296706	
-5.89139	-1	-0.000265002	11.4746	-0.296706	
-5.89139	-1	-0.000238502	11.4746	-0.296706	
-5.89139	-1	-0.000214652	11.4746	-0.296706	
-5.89139	-1	-0.000193186	11.4746	-0.296706	
-5.89139	-1	-0.000173868	11.4746	-0.296706	
-5.89139	-1	-0.000156481	11.4746	-0.296706	
-5.89139	-1	-0.000140833	11.4746	-0.298451	
-5.89139	-1	-0.00012675	11.4746	-0.296706	
-5.89139	-1	-0.000114075	11.4746	-0.296706	
-5.89139	-1	-0.000102667	11.4746	-0.296706	
