304.129	-434.241	-5.89139	-1	-5.89139	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-5.30225	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-4.77202	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-4.29482	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-3.86534	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-3.4788	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-3.13092	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-2.81783	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-2.53605	657.399	-17	
304.129	-434.241	-5.89139	-1	-2.28244	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-2.0542	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-1.84878	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-1.6639	657.399	-17	
304.129	-434.241	-5.89139	-1	-1.49751	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-1.34776	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-1.21298	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-1.09169	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.982517	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.884265	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.795838	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.716255	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.644629	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.580166	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.52215	657.399	-17	
304.129	-434.241	-5.89139	-1	-0.469935	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.422941	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.380647	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.342582	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.308324	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.277492	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.249742	657.399	-17	
304.129	-434.241	-5.89139	-1	-0.224768	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.202291	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.182062	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.163856	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.14747	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.132723	657.399	-17	
304.129	-434.241	-5.89139	-1	-0.119451	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.107506	657.399	-17	
304.129	-434.241	-5.89139	-1	-0.0967553	657.399	-17	
304.129	-434.241	-5.89139	-1	-0.0870798	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.0783718	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.0705346	657.399	-17	
304.129	-434.241	-5.89139	-1	-0.0634812	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.057133	657.399	-17	
304.129	-434.241	-5.89139	-1	-0.0514197	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.0462778	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.04165	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.037485	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.0337365	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.0303628	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.0273266	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.0245939	657.399	-17.1	
304.129	-434.241	-5.89139	-1	-0.0221345	657.399	-17	
304.129	-434.241	-5.89139	-1	-0.0199211	657.399	-17	
