486.214	261.01	0.535134	0.535134	0.535134	-67.3778	-0.2	
486.223	261.01	0.541719	1	0.488205	-67.8098	-0.1	
486.223	261.01	0.541713	1	0.439379	-67.6908	-1	
486.197	260.988	0.536119	1	0.389847	-67.7133	-12.1	
486.171	260.955	0.537619	1	0.352363	-68.4421	-33.6	
486.11	260.9	0.53001	1	0.309518	-68.0111	-45.1	
486.041	260.823	0.530008	1	0.278563	-64.5382	-58.1	
485.972	260.746	0.530012	1	0.250711	-58.2578	-64	
485.903	260.669	0.530019	1	0.225647	-49.4456	-64.2	
485.808	260.57	0.519796	1	0.192859	-40.0947	-62.5	
485.661	260.405	0.520168	1	0.173945	-32.4542	-56.7	
485.549	260.272	0.52366	1	0.160042	-52.8554	-50.6	
485.385	260.096	0.513009	1	0.133388	-44.654	-44.6	
485.169	259.854	0.513501	1	0.120541	-36.6264	-46.6	
485.013	259.689	0.507238	1	0.102223	-31.7468	-45.3	
484.832	259.513	0.481846	1	0.0666097	-26.253	-41.8	
484.495	259.161	0.469705	1	0.0478072	-19.3978	-37.6	
484.279	258.941	0.442922	1	0.0162438	-15.9502	-32.7	
484.055	258.721	0.433049	1	0.00474641	-12.8228	-26.6	
483.615	258.292	0.382394	1	-0.0463833	-7.95827	-21.3	
483.347	258.028	0.349627	1	-0.0745124	-5.67665	-18	
483.071	257.753	0.336705	1	-0.0799832	-3.69077	-13.6	
482.7	257.401	0.293338	1	-0.115351	-1.33271	-10.6	
482.243	256.962	0.249831	1	-0.147323	0.896855	-7.4	
481.932	256.665	0.222477	1	-0.159945	2.18874	-5	
481.371	256.126	0.162438	1	-0.20399	4.24341	-2.8	
481.043	255.818	0.129943	1	-0.216086	5.20987	-0.6	
480.716	255.51	0.104777	1	-0.219643	6.209	1.6	
480.224	255.049	0.0422149	1	-0.260241	7.37019	3.2	
479.732	254.587	-0.00363637	0.996364	-0.280068	8.30669	4.6	
479.31	254.202	-0.0628938	0.93347	-0.311319	9.96855	5.8	
478.982	253.883	-0.0833816	0.850088	-0.300674	11.2134	7.2	
478.473	253.4	-0.135028	0.715061	-0.322253	13.0138	8.5	
478.231	253.169	-0.148801	0.56626	-0.303801	14.6403	10.1	
477.653	252.63	-0.219308	0.346952	-0.343928	17.0408	11.5	
477.325	252.322	-0.254735	0.0922165	-0.344963	19.8716	13.3	
476.997	252.015	-0.281948	-0.189731	-0.337679	22.5084	15.2	
476.437	251.476	-0.332541	-0.522273	-0.354505	24.9773	17.7	
476.109	251.168	-0.368484	-0.890757	-0.354997	28.1244	19.9	
475.789	250.849	-0.384618	-1	-0.335631	28.8213	22.4	
475.22	250.31	-0.435808	-1	-0.353258	28.1858	24.8	
474.892	249.98	-0.462262	-1	-0.344386	27.3002	26.2	
474.564	249.65	-0.478396	-1	-0.326082	26.3065	27	
474.081	249.166	-0.512194	-1	-0.327272	25.0918	27.1	
473.606	248.682	-0.534513	-1	-0.316863	23.6594	26.9	
473.209	248.275	-0.547074	-1	-0.297737	22.5385	26.5	
472.889	247.956	-0.571686	-1	-0.292576	21.443	25.2	
472.734	247.791	-0.571789	-1	-0.263421	20.9213	24	
472.172	247.208	-0.597816	-1	-0.263107	19.7045	22.9	
471.784	246.79	-0.598844	-1	-0.237823	18.4377	22.2	
471.464	246.449	-0.605686	-1	-0.220883	17.5339	20.9	
470.98	245.931	-0.605882	-1	-0.198991	16.1397	19.8	
470.652	245.568	-0.60523	-1	-0.17844	15.3524	18.6	
470.091	244.952	-0.597201	-1	-0.152567	13.6561	17.6	
469.771	244.611	-0.604772	-1	-0.144881	13.2708	16.5	
469.46	244.269	-0.604966	-1	-0.130587	12.4757	15.2	
468.916	243.653	-0.592539	-1	-0.105101	11.1986	14.5	
468.751	243.477	-0.600498	-1	-0.10255	11.0811	13.4	
468.285	242.959	-0.592068	-1	-0.0838651	10.2554	12.5	
467.896	242.519	-0.581735	-1	-0.0651453	9.43203	11.7	
467.265	241.803	-0.565297	-1	-0.0421929	8.22993	11	
467.101	241.616	-0.564305	-1	-0.0369815	7.9797	10.2	
466.695	241.153	-0.55358	-1	-0.0225588	7.40647	9.3	
466.064	240.426	-0.532919	-1	0.000358484	6.49429	8.9	
465.908	240.25	-0.523075	-1	0.0101664	6.30029	8.1	
465.519	239.799	-0.506652	-1	0.0255731	5.81473	7.4	
464.897	239.083	-0.492659	-1	0.037008	5.1684	7	
464.741	238.907	-0.48252	-1	0.0434468	5.09073	6.4	
464.43	238.543	-0.46983	-1	0.0517916	4.7611	5.9	
463.885	237.927	-0.459614	-1	0.0568291	4.43239	5.5	
463.496	237.475	-0.428439	-1	0.0823209	3.91378	5.1	
463.012	236.914	-0.404653	-1	0.0978749	3.49717	4.7	
462.692	236.528	-0.390671	-1	0.102069	3.13952	4.3	
462.373	236.165	-0.37572	-1	0.106814	3.07975	3.9	
461.984	235.713	-0.366601	-1	0.105251	2.9828	3.7	
461.361	234.997	-0.341738	-1	0.119589	2.81519	3.2	
461.206	234.821	-0.342066	-1	0.107302	2.8701	3	
460.825	234.381	-0.336251	-1	0.102387	2.82514	2.8	
460.203	233.665	-0.322016	-1	0.106383	2.91662	2.8	
460.056	233.489	-0.315706	-1	0.102055	2.71698	2.8	
459.745	233.136	-0.295019	-1	0.112536	2.90503	2.8	
459.191	232.486	-0.284135	-1	0.112166	2.87713	2.8	
458.785	232.013	-0.259847	-1	0.125238	2.86372	2.8	
458.396	231.561	-0.252478	-1	0.120083	2.90852	2.8	
